1 22.46488871866223 27.09848039127062 5.651041790126342 0.7
4 36.08822738454671 14.616740180026158 4.828000773122087 0.7
11 6.6136102909927 30.900395324789343 3.1139431947257568 0.7
22 15.950073191255889 25.406244324039257 3.810907477242335 0.7
23 36.427962735091526 31.04738379736712 5.366792493644548 0.7
33 34.615666122069754 14.428836453783687 2.5332548675082607 0.7
51 7.549414436334954 32.90727015546455 3.5667032870820785 0.7
61 10.261421774175478 28.736664809995816 4.348048954018037 0.7
63 30.608767250887652 9.987702222508199 3.2114758023192573 0.7
70 11.470456916218549 11.583792437535152 4.9756952518973305 0.7
71 13.329768997020324 16.83212007971394 4.76314659167096 0.7
75 34.223290100444814 22.279810442705823 5.217868694461341 0.7
87 34.31898079274259 39.77248277203551 2.679620011164283 0.7
92 5.468285615699022 36.83577667802969 5.178534311088988 0.7
102 29.195581420460243 29.84297825156791 3.519039114821554 0.7
113 17.848563665790714 16.89671355251054 4.02804734340814 0.7
116 38.584716635078 31.693887823205745 5.060824854865224 0.7
122 19.3587715323866 24.76154629616844 4.68269263744801 0.7
126 21.70631610967901 6.077880354178062 3.953200045036507 0.7
131 22.337539394809514 38.437149434076986 4.565233815006482 0.7
136 5.777225759993048 18.208982246867684 4.686454229065545 0.7
139 6.935567096380986 30.00197087947531 3.8847012724693686 0.7
158 38.1648835935373 5.9546558296165175 4.252155505735455 0.7
162 22.875408945068948 21.411369294634813 2.334666362698898 0.7
178 15.848644915671915 11.128307427776232 5.095339344160568 0.7
183 25.240446140750837 30.93642354805475 2.2738590981098885 0.7
185 34.47622162696651 0.8903090791808133 2.8724731476264664 0.7
212 18.836050737137626 33.19915566161179 4.347652709776799 0.7
227 34.33169022419542 22.65127889835088 4.188929515359394 0.7
234 10.620727682949727 30.362162669367404 5.223155165893881 0.7
237 38.786974533358425 28.147236275785126 2.1458860010402625 0.7
244 31.840648936681106 34.99051308840048 4.230138279314529 0.7
249 34.661764447041236 28.700942109277676 5.327246647993489 0.7
263 2.500663099182394 20.778699372289132 5.916179397637929 0.7
264 15.156548225788754 36.62878460902427 5.8714870922287385 0.7
268 36.44355966110824 37.99855465909882 3.554048284824717 0.7
288 2.0979626527603745 25.358256265814724 3.5045300970118984 0.7
294 17.08699147008897 29.77655817690283 5.59388152129269 0.7
