25	30.6708	4.92592	0.0554303
28.0866	33.7485	4.92539	0.0574861
25.1151	35.3065	4.91744	0.0571836
22.0277	27.6505	4.92512	0.0551363
25	30.6708	4.92592	0.0554303
21.9612	30.6708	4.92296	0.0550165
26.689	28.4246	4.92555	0.0552147
28.269	26.3624	4.92531	0.055074
30.7452	28.7831	4.92463	0.0553089
25	30.6708	4.92592	0.0554303
26.689	28.4246	4.92555	0.0552147
28.0388	30.6708	4.92543	0.0557117
25.3391	26.1784	4.9254	0.0550745
28.269	26.3624	4.92531	0.055074
26.689	28.4246	4.92555	0.0552147
28.0388	30.6708	4.92543	0.0557117
30.9343	31.8249	4.92477	0.056204
28.0866	33.7485	4.92539	0.0574861
22.0277	27.6505	4.92512	0.0551363
26.689	28.4246	4.92555	0.0552147
25	30.6708	4.92592	0.0554303
30.7452	28.7831	4.92463	0.0553089
30.9343	31.8249	4.92477	0.056204
28.0388	30.6708	4.92543	0.0557117
26.689	28.4246	4.92555	0.0552147
30.7452	28.7831	4.92463	0.0553089
28.0388	30.6708	4.92543	0.0557117
26.1025	23.1861	4.92559	0.0550545
28.269	26.3624	4.92531	0.055074
25.3391	26.1784	4.9254	0.0550745
29.1279	22.9961	4.92524	0.0550811
32.7002	24.7062	4.92447	0.0551474
31.199	26.5464	4.9247	0.0551413
33.7508	28.5944	4.9239	0.055323
30.9343	31.8249	4.92477	0.056204
30.7452	28.7831	4.92463	0.0553089
31.199	26.5464	4.9247	0.0551413
33.7508	28.5944	4.9239	0.055323
30.7452	28.7831	4.92463	0.0553089
37.4615	36.8646	4.92537	0.0620794
40.433	33.7485	4.92462	0.0574548
40.5769	36.8646	4.92528	0.0619068
36.8893	27.6505	4.9239	0.0553679
37.1553	30.6708	4.92381	0.0558955
33.7508	28.5944	4.9239	0.055323
36.8893	27.6505	4.9239	0.0553679
39.9888	27.0985	4.92429	0.0553972
40.1941	30.6708	4.92428	0.0558217
34.9506	19.1174	4.92214	0.0552139
34.4425	16.5071	4.91278	0.0552207
37.1403	16.5071	4.91315	0.0552002
38.204	22.4261	4.92434	0.0552473
35.1786	22.6161	4.92412	0.0552096
36.4861	20.8667	4.92349	0.0552205
32.1075	19.1174	4.92246	0.0551933
28.8815	20.2128	4.92429	0.0551352
28.6113	17.5512	4.91947	0.0551951
38.204	22.4261	4.92434	0.0552473
35.7802	24.7062	4.92415	0.0552313
35.1786	22.6161	4.92412	0.0552096
32.7002	24.7062	4.92447	0.0551474
29.1279	22.9961	4.92524	0.0550811
32.4267	21.856	4.92442	0.0551644
45.7731	27.8393	4.92501	0.0555022
48.1005	24.7062	4.92503	0.0553489
48.7787	27.6505	4.92494	0.0554985
38.8603	24.7062	4.92425	0.0552973
41.2294	22.236	4.92454	0.0552449
41.9404	24.7062	4.92468	0.0553221
38.8603	24.7062	4.92425	0.0552973
38.204	22.4261	4.92434	0.0552473
41.2294	22.236	4.92454	0.0552449
36.8893	27.6505	4.9239	0.0553679
38.8603	24.7062	4.92425	0.0552973
39.9888	27.0985	4.92429	0.0553972
35.7802	24.7062	4.92415	0.0552313
38.204	22.4261	4.92434	0.0552473
38.8603	24.7062	4.92425	0.0552973
33.7508	28.5944	4.9239	0.055323
35.7802	24.7062	4.92415	0.0552313
36.8893	27.6505	4.9239	0.0553679
32.7002	24.7062	4.92447	0.0551474
32.4267	21.856	4.92442	0.0551644
35.1786	22.6161	4.92412	0.0552096
37.7936	19.1174	4.92209	0.055204
40.5089	19.4825	4.92317	0.0551862
38.204	22.4261	4.92434	0.0552473
35.1786	22.6161	4.92412	0.0552096
32.4267	21.856	4.92442	0.0551644
34.9506	19.1174	4.92214	0.0552139
36.4861	20.8667	4.92349	0.0552205
35.1786	22.6161	4.92412	0.0552096
34.9506	19.1174	4.92214	0.0552139
37.7936	19.1174	4.92209	0.055204
36.4861	20.8667	4.92349	0.0552205
34.9506	19.1174	4.92214	0.0552139
37.7936	19.1174	4.92209	0.055204
38.204	22.4261	4.92434	0.0552473
36.4861	20.8667	4.92349	0.0552205
35.7802	24.7062	4.92415	0.0552313
32.7002	24.7062	4.92447	0.0551474
35.1786	22.6161	4.92412	0.0552096
33.7508	28.5944	4.9239	0.055323
32.7002	24.7062	4.92447	0.0551474
35.7802	24.7062	4.92415	0.0552313
29.1279	22.9961	4.92524	0.0550811
28.8815	20.2128	4.92429	0.0551352
32.4267	21.856	4.92442	0.0551644
37.1403	16.5071	4.91315	0.0552002
39.693	16.8552	4.9164	0.055167
37.7936	19.1174	4.92209	0.055204
44.3095	21.856	4.9248	0.0552264
47.2801	21.856	4.92498	0.0552409
45.0204	24.7062	4.92506	0.0553318
41.9404	24.7062	4.92468	0.0553221
44.3095	21.856	4.9248	0.0552264
45.0204	24.7062	4.92506	0.0553318
43.4158	19.3	4.92355	0.055158
46.3226	19.1174	4.92407	0.0551566
44.3095	21.856	4.9248	0.0552264
28.0866	46.2515	4.933	0.0928604
31.0776	49.3292	4.92202	0.0925176
28.0388	49.3292	4.93056	0.094369
25	43.1354	4.91325	0.0808847
28.1154	43.1354	4.92904	0.0854688
28.0866	46.2515	4.933	0.0928604
37.3464	46.2515	0.671431	0.019333
34.3294	43.6157	0.682641	0.0207262
37.5191	43.9145	0.682058	0.0206245
31.226	43.7137	4.92304	0.0862982
31.2788	41.1758	4.92801	0.0804872
34.3294	43.6157	0.682641	0.0207262
28.0866	46.2515	4.933	0.0928604
31.226	43.7137	4.92304	0.0862982
31.1732	46.2515	4.92262	0.0905032
28.1154	43.1354	4.92904	0.0854688
31.2788	41.1758	4.92801	0.0804872
31.226	43.7137	4.92304	0.0862982
25	46.2515	4.92494	0.0898566
25	43.1354	4.91325	0.0808847
28.0866	46.2515	4.933	0.0928604
28.125	40	4.92228	0.0697712
31.2788	41.1758	4.92801	0.0804872
28.1154	43.1354	4.92904	0.0854688
28.125	40	4.92228	0.0697712
31.2019	38.0404	4.92845	0.0662464
31.2788	41.1758	4.92801	0.0804872
31.2019	38.0404	4.92845	0.0662464
34.399	40.9798	4.91786	0.0767623
31.2788	41.1758	4.92801	0.0804872
28.0866	33.7485	4.92539	0.0574861
31.3171	35.696	4.92568	0.0605305
28.1154	36.8646	4.92529	0.0620866
37.3464	33.7485	4.92427	0.0576185
37.1553	30.6708	4.92381	0.0558955
40.1941	30.6708	4.92428	0.0558217
37.4615	36.8646	4.92537	0.0620794
37.3464	33.7485	4.92427	0.0576185
40.433	33.7485	4.92462	0.0574548
37.4615	36.8646	4.92537	0.0620794
34.3221	37.8444	4.92738	0.0652304
34.1596	34.7385	4.92469	0.05894
34.1596	34.7385	4.92469	0.05894
33.997	31.6326	4.92408	0.0562551
37.3464	33.7485	4.92427	0.0576185
31.3171	35.696	4.92568	0.0605305
34.1596	34.7385	4.92469	0.05894
34.3221	37.8444	4.92738	0.0652304
31.3171	35.696	4.92568	0.0605305
30.9343	31.8249	4.92477	0.056204
34.1596	34.7385	4.92469	0.05894
30.9343	31.8249	4.92477	0.056204
33.7508	28.5944	4.9239	0.055323
33.997	31.6326	4.92408	0.0562551
40.433	46.2515	4.92365	0.0898451
40.6201	43.7197	4.92621	0.0863187
43.5196	46.2515	4.93187	0.0920017
46.8029	37.0605	4.92454	0.0631929
43.75	40	4.92642	0.0706034
43.6827	37.2565	4.92502	0.0630157
49.9231	43.1354	4.9289	0.0865837
46.8798	40.196	4.92655	0.077292
50	40	4.92589	0.0715835
49.9231	43.1354	4.9289	0.0865837
49.6928	46.2515	4.93121	0.0924862
46.8077	43.1354	4.92922	0.0866337
25	43.1354	4.91325	0.0808847
25	46.2515	4.92494	0.0898566
22.0142	44.8882	4.89475	0.0818754
25	40	4.89644	0.0652849
25	43.1354	4.91325	0.0808847
21.9183	41.7637	4.83786	0.0690119
25	40	4.89644	0.0652849
28.1154	43.1354	4.92904	0.0854688
25	43.1354	4.91325	0.0808847
31.2019	38.0404	4.92845	0.0662464
28.125	40	4.92228	0.0697712
28.1154	36.8646	4.92529	0.0620866
28.1154	43.1354	4.92904	0.0854688
31.226	43.7137	4.92304	0.0862982
28.0866	46.2515	4.933	0.0928604
18.7981	41.9596	0.228535	0.0649292
15.601	39.0202	0.231733	0.0542427
18.7212	38.8242	0.205393	0.052138
17.2523	44.2036	4.86207	0.0743735
15.7402	46.2515	4.91293	0.0825674
14.1489	44.3016	4.90584	0.07752
18.7981	41.9596	0.228535	0.0649292
17.2523	44.2036	4.86207	0.0743735
15.6779	42.1556	4.83943	0.0674032
18.8268	46.2515	4.90251	0.0836121
15.7402	46.2515	4.91293	0.0825674
17.2523	44.2036	4.86207	0.0743735
21.7462	47.598	4.92218	0.0905397
18.8268	46.2515	4.90251	0.0836121
22.0142	44.8882	4.89475	0.0818754
21.7462	47.598	4.92218	0.0905397
18.9224	49.3292	4.92604	0.0910651
18.8268	46.2515	4.90251	0.0836121
15.6779	42.1556	4.83943	0.0674032
15.601	39.0202	0.231733	0.0542427
18.7981	41.9596	0.228535	0.0649292
18.8268	46.2515	4.90251	0.0836121
17.2523	44.2036	4.86207	0.0743735
18.7981	41.9596	0.228535	0.0649292
14.1489	44.3016	4.90584	0.07752
12.6536	46.2515	4.92498	0.0838593
12.5577	42.3516	4.90645	0.0739529
15.6779	42.1556	4.83943	0.0674032
14.1489	44.3016	4.90584	0.07752
12.5577	42.3516	4.90645	0.0739529
15.7402	46.2515	4.91293	0.0825674
12.6536	46.2515	4.92498	0.0838593
14.1489	44.3016	4.90584	0.07752
12.7118	50.0843	4.92869	0.0893013
12.6536	46.2515	4.92498	0.0838593
15.8835	49.3292	4.92805	0.0891572
16.083	52.3495	4.92509	0.0923843
13.1107	52.3495	4.92415	0.09142
15.8835	49.3292	4.92805	0.0891572
18.9224	49.3292	4.92604	0.0910651
16.083	52.3495	4.92509	0.0923843
15.8835	49.3292	4.92805	0.0891572
13.1107	52.3495	4.92415	0.09142
10.6893	54.7417	4.90601	0.0944512
10.1383	52.3495	4.92344	0.0913848
15.8835	49.3292	4.92805	0.0891572
13.1107	52.3495	4.92415	0.09142
12.7118	50.0843	4.92869	0.0893013
14.2198	55.2938	4.89983	0.0981786
10.6893	54.7417	4.90601	0.0944512
13.1107	52.3495	4.92415	0.09142
17.0264	56.2438	4.88846	0.103974
14.2198	55.2938	4.89983	0.0981786
16.083	52.3495	4.92509	0.0923843
17.2808	59.0298	4.78909	0.139616
17.5295	61.7527	0.119111	4.73382
15.0494	60.8826	0.135873	0.162899
17.0264	56.2438	4.88846	0.103974
17.2808	59.0298	4.78909	0.139616
14.6026	58.144	4.81533	0.120128
17.0264	56.2438	4.88846	0.103974
20.0518	56.4338	4.88955	0.105621
