2	23.8296	11.982	0.896665	0.723719
13	9.53175	59.2018	5.10894	0.116059
14	38.3851	64.3439	5.28429	0.709081
20	19.0573	39.1242	12.2929	0.512734
26	34.8756	67.8514	0.332133	0.776431
29	20.302	59.831	0.78909	0.981303
32	35.7079	46.666	12.1062	0.79696
